artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Delayde,A Million Miles,0.724,0.275,11,-13.136,1,0.173,0.762,0.921,0.0952,0.378,156.116,audio_features,7FE4ijuYefHTR8gUNUdpZe,spotify:track:7FE4ijuYefHTR8gUNUdpZe,https://api.spotify.com/v1/tracks/7FE4ijuYefHTR8gUNUdpZe,https://api.spotify.com/v1/audio-analysis/7FE4ijuYefHTR8gUNUdpZe,110769,4
L'Indécis,Melting Ice,0.384,0.504,10,-13.108,0,0.0535,0.578,0.737,0.144,0.114,138.573,audio_features,2GRD9UHlQ3gUjnCTbgPaKC,spotify:track:2GRD9UHlQ3gUjnCTbgPaKC,https://api.spotify.com/v1/tracks/2GRD9UHlQ3gUjnCTbgPaKC,https://api.spotify.com/v1/audio-analysis/2GRD9UHlQ3gUjnCTbgPaKC,170500,4
Mono:Massive,Attila,0.814,0.326,9,-7.958,0,0.0566,0.301,0.921,0.117,0.606,87.026,audio_features,2i2luf6v6y7J0jI3UPltIt,spotify:track:2i2luf6v6y7J0jI3UPltIt,https://api.spotify.com/v1/tracks/2i2luf6v6y7J0jI3UPltIt,https://api.spotify.com/v1/audio-analysis/2i2luf6v6y7J0jI3UPltIt,147978,4
Juan Rios,Petricor,0.717,0.092,0,-13.886,1,0.0415,0.905,0.819,0.314,0.106,79.07,audio_features,3JR6pkgSpcTz15VjIX0cAy,spotify:track:3JR6pkgSpcTz15VjIX0cAy,https://api.spotify.com/v1/tracks/3JR6pkgSpcTz15VjIX0cAy,https://api.spotify.com/v1/audio-analysis/3JR6pkgSpcTz15VjIX0cAy,188375,4
Devaloop,Rooftop Terrace,0.715,0.481,7,-7.632,0,0.0503,0.533,0.941,0.116,0.691,88.975,audio_features,6c0tL2DjzFuUJDMVhKVPDO,spotify:track:6c0tL2DjzFuUJDMVhKVPDO,https://api.spotify.com/v1/tracks/6c0tL2DjzFuUJDMVhKVPDO,https://api.spotify.com/v1/audio-analysis/6c0tL2DjzFuUJDMVhKVPDO,162146,4
Ben Bada Boom,Mistleflow,0.713,0.271,7,-10.573,1,0.0409,0.0903,0.338,0.0653,0.232,83.012,audio_features,65uzWPE5ZjSjf4G8ZX93Md,spotify:track:65uzWPE5ZjSjf4G8ZX93Md,https://api.spotify.com/v1/tracks/65uzWPE5ZjSjf4G8ZX93Md,https://api.spotify.com/v1/audio-analysis/65uzWPE5ZjSjf4G8ZX93Md,134000,4
Delayde,Settled,0.799,0.258,1,-17.067,0,0.0697,0.872,0.924,0.0903,0.0371,115.045,audio_features,15PGYMwJNbeevV0YfO0Jc2,spotify:track:15PGYMwJNbeevV0YfO0Jc2,https://api.spotify.com/v1/tracks/15PGYMwJNbeevV0YfO0Jc2,https://api.spotify.com/v1/audio-analysis/15PGYMwJNbeevV0YfO0Jc2,160696,4
Ian Ewing,4:21 pm,0.648,0.276,3,-12.934,0,0.0431,0.927,0.656,0.34,0.381,81.967,audio_features,0q5t7MYgLsG6uplwdxAltv,spotify:track:0q5t7MYgLsG6uplwdxAltv,https://api.spotify.com/v1/tracks/0q5t7MYgLsG6uplwdxAltv,https://api.spotify.com/v1/audio-analysis/0q5t7MYgLsG6uplwdxAltv,222988,4
Toonorth,Citrine,0.7,0.218,5,-14.068,0,0.207,0.0565,0.846,0.0943,0.3,82.016,audio_features,6mDzqxI2PMTH4hIciGNuyn,spotify:track:6mDzqxI2PMTH4hIciGNuyn,https://api.spotify.com/v1/tracks/6mDzqxI2PMTH4hIciGNuyn,https://api.spotify.com/v1/audio-analysis/6mDzqxI2PMTH4hIciGNuyn,140500,4
Philanthrope,Away with the Fairies,0.886,0.232,6,-9.919,0,0.4,0.247,0.906,0.114,0.661,130.015,audio_features,6Yp6bCLd4IWur1yL2Xirrk,spotify:track:6Yp6bCLd4IWur1yL2Xirrk,https://api.spotify.com/v1/tracks/6Yp6bCLd4IWur1yL2Xirrk,https://api.spotify.com/v1/audio-analysis/6Yp6bCLd4IWur1yL2Xirrk,166154,4
invention_,ebb//flo,0.427,0.275,10,-13.966,1,0.0729,0.824,0.907,0.635,0.157,80.461,audio_features,3t54ahneTDvIHb399rhZHA,spotify:track:3t54ahneTDvIHb399rhZHA,https://api.spotify.com/v1/tracks/3t54ahneTDvIHb399rhZHA,https://api.spotify.com/v1/audio-analysis/3t54ahneTDvIHb399rhZHA,150000,4
Omaure,Down Under,0.647,0.198,8,-12.563,1,0.0777,0.114,0.867,0.0979,0.272,80.01,audio_features,1BL1aVDLeEhe82PuOsIS47,spotify:track:1BL1aVDLeEhe82PuOsIS47,https://api.spotify.com/v1/tracks/1BL1aVDLeEhe82PuOsIS47,https://api.spotify.com/v1/audio-analysis/1BL1aVDLeEhe82PuOsIS47,108125,4
Aso,First Date,0.53,0.212,0,-9.468,1,0.0887,0.314,0.953,0.108,0.66,139.003,audio_features,3ygrjl2JYg3q8eTfcWpj63,spotify:track:3ygrjl2JYg3q8eTfcWpj63,https://api.spotify.com/v1/tracks/3ygrjl2JYg3q8eTfcWpj63,https://api.spotify.com/v1/audio-analysis/3ygrjl2JYg3q8eTfcWpj63,147958,4
Clap Cotton,Dutches,0.771,0.397,11,-14.158,0,0.0589,0.707,0.944,0.112,0.914,137.833,audio_features,5szPcyUvZ5B2P4LnzFz2Au,spotify:track:5szPcyUvZ5B2P4LnzFz2Au,https://api.spotify.com/v1/tracks/5szPcyUvZ5B2P4LnzFz2Au,https://api.spotify.com/v1/audio-analysis/5szPcyUvZ5B2P4LnzFz2Au,97625,4
Nymano,Sorry,0.62,0.332,3,-8.467,1,0.241,0.042,0.905,0.359,0.629,85.044,audio_features,7LXKMcnWpNIFxCsZHJ22ug,spotify:track:7LXKMcnWpNIFxCsZHJ22ug,https://api.spotify.com/v1/tracks/7LXKMcnWpNIFxCsZHJ22ug,https://api.spotify.com/v1/audio-analysis/7LXKMcnWpNIFxCsZHJ22ug,111846,4
Through & Through,equanimity,0.679,0.423,2,-14.429,1,0.0368,0.174,0.28,0.103,0.0898,103.985,audio_features,1XT3YGrq2TWCfxKPAdQuby,spotify:track:1XT3YGrq2TWCfxKPAdQuby,https://api.spotify.com/v1/tracks/1XT3YGrq2TWCfxKPAdQuby,https://api.spotify.com/v1/audio-analysis/1XT3YGrq2TWCfxKPAdQuby,138462,4
Monma,Breakfast,0.906,0.245,0,-14.104,1,0.536,0.512,0.176,0.0909,0.438,142.099,audio_features,05YhchuqS8Gla9l73isFoy,spotify:track:05YhchuqS8Gla9l73isFoy,https://api.spotify.com/v1/tracks/05YhchuqS8Gla9l73isFoy,https://api.spotify.com/v1/audio-analysis/05YhchuqS8Gla9l73isFoy,169014,4
mommy,embrace,0.767,0.123,8,-13.197,1,0.105,0.899,0.81,0.0948,0.545,130.069,audio_features,2V9AMx6KfrGcfBMjuPhP6u,spotify:track:2V9AMx6KfrGcfBMjuPhP6u,https://api.spotify.com/v1/tracks/2V9AMx6KfrGcfBMjuPhP6u,https://api.spotify.com/v1/audio-analysis/2V9AMx6KfrGcfBMjuPhP6u,144000,4
Matt Quentin,Just A Moment,0.671,0.326,7,-12.866,0,0.0359,0.903,0.925,0.127,0.163,86.016,audio_features,7zTs8gQOWtepe6w0WCYG4G,spotify:track:7zTs8gQOWtepe6w0WCYG4G,https://api.spotify.com/v1/tracks/7zTs8gQOWtepe6w0WCYG4G,https://api.spotify.com/v1/audio-analysis/7zTs8gQOWtepe6w0WCYG4G,178605,4
Delayde,Downtime,0.701,0.376,8,-14.037,1,0.0894,0.732,0.877,0.0421,0.683,86.987,audio_features,77IVs9CRYiYnt6qiAFu9By,spotify:track:77IVs9CRYiYnt6qiAFu9By,https://api.spotify.com/v1/tracks/77IVs9CRYiYnt6qiAFu9By,https://api.spotify.com/v1/audio-analysis/77IVs9CRYiYnt6qiAFu9By,99310,4
less.people,You've Got Nothing (But Time),0.7,0.122,3,-21.175,1,0.044,0.805,0.833,0.089,0.0777,82.795,audio_features,2KqI321Lsh0RaUaCFn5RSU,spotify:track:2KqI321Lsh0RaUaCFn5RSU,https://api.spotify.com/v1/tracks/2KqI321Lsh0RaUaCFn5RSU,https://api.spotify.com/v1/audio-analysis/2KqI321Lsh0RaUaCFn5RSU,171833,4
Tesk,Waves,0.666,0.446,6,-12.646,1,0.172,0.335,0.564,0.101,0.276,92.152,audio_features,4itU99AOJHdm04g6ck00NR,spotify:track:4itU99AOJHdm04g6ck00NR,https://api.spotify.com/v1/tracks/4itU99AOJHdm04g6ck00NR,https://api.spotify.com/v1/audio-analysis/4itU99AOJHdm04g6ck00NR,166318,4
mommy,thinking of you,0.797,0.0832,11,-12.673,1,0.203,0.484,0.81,0.239,0.51,160.048,audio_features,2pZi2b9U8r20AF0Cf3hi2D,spotify:track:2pZi2b9U8r20AF0Cf3hi2D,https://api.spotify.com/v1/tracks/2pZi2b9U8r20AF0Cf3hi2D,https://api.spotify.com/v1/audio-analysis/2pZi2b9U8r20AF0Cf3hi2D,131000,4
C Y G N,Body N Soul,0.375,0.357,11,-16.214,1,0.324,0.885,0.708,0.11,0.117,82.067,audio_features,0EwCdSBRwKOyKfggMGXUXx,spotify:track:0EwCdSBRwKOyKfggMGXUXx,https://api.spotify.com/v1/tracks/0EwCdSBRwKOyKfggMGXUXx,https://api.spotify.com/v1/audio-analysis/0EwCdSBRwKOyKfggMGXUXx,251500,4
Otesla,East,0.443,0.566,7,-6.783,0,0.259,0.431,0.219,0.224,0.349,82.77,audio_features,2oGHqZTDPtMl1bMz5WQ2hE,spotify:track:2oGHqZTDPtMl1bMz5WQ2hE,https://api.spotify.com/v1/tracks/2oGHqZTDPtMl1bMz5WQ2hE,https://api.spotify.com/v1/audio-analysis/2oGHqZTDPtMl1bMz5WQ2hE,126665,4
Dotlights,Life Inside A Nightmare Rectangle,0.607,0.327,11,-15.188,0,0.0322,0.281,0.9,0.112,0.181,118.002,audio_features,6TooH1kbPxD4wiHjDFB0Ze,spotify:track:6TooH1kbPxD4wiHjDFB0Ze,https://api.spotify.com/v1/tracks/6TooH1kbPxD4wiHjDFB0Ze,https://api.spotify.com/v1/audio-analysis/6TooH1kbPxD4wiHjDFB0Ze,162562,4
fantompower,Things Work Out Eventually,0.58,0.196,2,-18.069,1,0.0567,0.879,0.858,0.697,0.096,80.065,audio_features,0qXN5XHAYlRoy6tBxiJ9bJ,spotify:track:0qXN5XHAYlRoy6tBxiJ9bJ,https://api.spotify.com/v1/tracks/0qXN5XHAYlRoy6tBxiJ9bJ,https://api.spotify.com/v1/audio-analysis/0qXN5XHAYlRoy6tBxiJ9bJ,140000,4
Smoke Trees,Winter Lights,0.749,0.15,4,-18.684,1,0.0707,0.824,0.864,0.0725,0.132,77.991,audio_features,6kUhfT6FCZIsQDYhfyEyHx,spotify:track:6kUhfT6FCZIsQDYhfyEyHx,https://api.spotify.com/v1/tracks/6kUhfT6FCZIsQDYhfyEyHx,https://api.spotify.com/v1/audio-analysis/6kUhfT6FCZIsQDYhfyEyHx,160000,4
Sugi.wa,Almost Home,0.382,0.0682,4,-19.178,1,0.062,0.874,0.915,0.0801,0.34,84.451,audio_features,3pGNBm0zULLn7K9Vvxjjz1,spotify:track:3pGNBm0zULLn7K9Vvxjjz1,https://api.spotify.com/v1/tracks/3pGNBm0zULLn7K9Vvxjjz1,https://api.spotify.com/v1/audio-analysis/3pGNBm0zULLn7K9Vvxjjz1,169187,4
Juan Rios,perenne,0.431,0.466,8,-9.208,1,0.0368,0.647,0.0503,0.3,0.643,80.013,audio_features,4bLUcDbIu1asxk2y3eadDR,spotify:track:4bLUcDbIu1asxk2y3eadDR,https://api.spotify.com/v1/tracks/4bLUcDbIu1asxk2y3eadDR,https://api.spotify.com/v1/audio-analysis/4bLUcDbIu1asxk2y3eadDR,150086,4
B-Side,Trust,0.571,0.291,9,-9.669,0,0.0732,0.134,0.667,0.123,0.374,80.976,audio_features,3RTpLlu6v3VScNFLw0Zm7Q,spotify:track:3RTpLlu6v3VScNFLw0Zm7Q,https://api.spotify.com/v1/tracks/3RTpLlu6v3VScNFLw0Zm7Q,https://api.spotify.com/v1/audio-analysis/3RTpLlu6v3VScNFLw0Zm7Q,142253,4
Hanz,Crossroads,0.44,0.291,5,-17.171,0,0.0473,0.812,0.831,0.898,0.0783,170.085,audio_features,66z8EZXSd2VKGHlHX9DZSx,spotify:track:66z8EZXSd2VKGHlHX9DZSx,https://api.spotify.com/v1/tracks/66z8EZXSd2VKGHlHX9DZSx,https://api.spotify.com/v1/audio-analysis/66z8EZXSd2VKGHlHX9DZSx,154000,4
Monma,Brazil,0.677,0.596,8,-7.808,1,0.0499,0.684,0.159,0.31,0.718,80.006,audio_features,3KS3tCvMtzsxNVp8yyIbga,spotify:track:3KS3tCvMtzsxNVp8yyIbga,https://api.spotify.com/v1/tracks/3KS3tCvMtzsxNVp8yyIbga,https://api.spotify.com/v1/audio-analysis/3KS3tCvMtzsxNVp8yyIbga,255062,4
sadtoi,Love Affair in Kyoto,0.718,0.158,9,-15.604,0,0.0696,0.841,0.707,0.379,0.327,124.041,audio_features,7d30ER0FyjCXujvHUhcotK,spotify:track:7d30ER0FyjCXujvHUhcotK,https://api.spotify.com/v1/tracks/7d30ER0FyjCXujvHUhcotK,https://api.spotify.com/v1/audio-analysis/7d30ER0FyjCXujvHUhcotK,184000,4
mommy,everything you say,0.679,0.276,11,-19.497,0,0.0567,0.489,0.869,0.354,0.302,141.956,audio_features,3rRitPKQigBGhEL7lXW84l,spotify:track:3rRitPKQigBGhEL7lXW84l,https://api.spotify.com/v1/tracks/3rRitPKQigBGhEL7lXW84l,https://api.spotify.com/v1/audio-analysis/3rRitPKQigBGhEL7lXW84l,158500,4
fantompower,blankets,0.61,0.147,7,-17.832,0,0.041,0.936,0.956,0.111,0.117,79.954,audio_features,0uNKf8j4cNI1DLWpps877e,spotify:track:0uNKf8j4cNI1DLWpps877e,https://api.spotify.com/v1/tracks/0uNKf8j4cNI1DLWpps877e,https://api.spotify.com/v1/audio-analysis/0uNKf8j4cNI1DLWpps877e,174000,4
Ian Ewing,seltzy,0.659,0.327,9,-11.931,0,0.288,0.28,0.767,0.187,0.279,175.895,audio_features,18oZLowJ696z4LEjYWyjpB,spotify:track:18oZLowJ696z4LEjYWyjpB,https://api.spotify.com/v1/tracks/18oZLowJ696z4LEjYWyjpB,https://api.spotify.com/v1/audio-analysis/18oZLowJ696z4LEjYWyjpB,206000,4
mommy,polarbeer,0.714,0.117,0,-12.523,1,0.149,0.311,0.434,0.287,0.523,78.035,audio_features,0aFeteSHWKioy7zaHEPRp4,spotify:track:0aFeteSHWKioy7zaHEPRp4,https://api.spotify.com/v1/tracks/0aFeteSHWKioy7zaHEPRp4,https://api.spotify.com/v1/audio-analysis/0aFeteSHWKioy7zaHEPRp4,166000,4
Dontcry,Viaduct,0.796,0.296,10,-13.487,0,0.0547,0.657,0.829,0.0955,0.26,75.071,audio_features,1rGKp8cGN87ZGUegwweG89,spotify:track:1rGKp8cGN87ZGUegwweG89,https://api.spotify.com/v1/tracks/1rGKp8cGN87ZGUegwweG89,https://api.spotify.com/v1/audio-analysis/1rGKp8cGN87ZGUegwweG89,131250,4
Ruck P,Gratitude,0.633,0.356,11,-14.611,1,0.0785,0.653,0.863,0.106,0.435,177.998,audio_features,6zmsyR2mDOGehJ3AqzVYdn,spotify:track:6zmsyR2mDOGehJ3AqzVYdn,https://api.spotify.com/v1/tracks/6zmsyR2mDOGehJ3AqzVYdn,https://api.spotify.com/v1/audio-analysis/6zmsyR2mDOGehJ3AqzVYdn,173000,4
Tesk,burn my mind,0.745,0.17,4,-10.703,0,0.0838,0.257,0.865,0.108,0.192,78.179,audio_features,57AShUoadecZLoy8U1ADDH,spotify:track:57AShUoadecZLoy8U1ADDH,https://api.spotify.com/v1/tracks/57AShUoadecZLoy8U1ADDH,https://api.spotify.com/v1/audio-analysis/57AShUoadecZLoy8U1ADDH,150778,4
Osvaldo,Embers in the Dark,0.617,0.29,11,-12.327,0,0.0322,0.508,0.855,0.106,0.329,59.999,audio_features,1fvMkmLfPNJ98Gp0NtOGXm,spotify:track:1fvMkmLfPNJ98Gp0NtOGXm,https://api.spotify.com/v1/tracks/1fvMkmLfPNJ98Gp0NtOGXm,https://api.spotify.com/v1/audio-analysis/1fvMkmLfPNJ98Gp0NtOGXm,154125,4
Yasper,Captain Calvin,0.688,0.233,10,-10.74,1,0.0535,0.759,0.48,0.391,0.277,90.017,audio_features,0ki0dCxzICgdQyaIc0Zd0d,spotify:track:0ki0dCxzICgdQyaIc0Zd0d,https://api.spotify.com/v1/tracks/0ki0dCxzICgdQyaIc0Zd0d,https://api.spotify.com/v1/audio-analysis/0ki0dCxzICgdQyaIc0Zd0d,160000,4
Strehlow,Mila Coolness,0.802,0.312,1,-15.096,0,0.0701,0.915,0.902,0.0933,0.251,135.035,audio_features,6LdUorFxQkZVV7oZhxq4qO,spotify:track:6LdUorFxQkZVV7oZhxq4qO,https://api.spotify.com/v1/tracks/6LdUorFxQkZVV7oZhxq4qO,https://api.spotify.com/v1/audio-analysis/6LdUorFxQkZVV7oZhxq4qO,115562,4
Monma,Potion,0.766,0.111,9,-10.525,0,0.546,0.345,0.904,0.0957,0.485,81.952,audio_features,5mcVVEAFSp07er8dDpKcIJ,spotify:track:5mcVVEAFSp07er8dDpKcIJ,https://api.spotify.com/v1/tracks/5mcVVEAFSp07er8dDpKcIJ,https://api.spotify.com/v1/audio-analysis/5mcVVEAFSp07er8dDpKcIJ,123000,4
Sofasound,With all I am,0.649,0.387,6,-13.192,1,0.0613,0.46,0.844,0.522,0.188,114.315,audio_features,0w9RPfX25azFl1RWEnIZ3W,spotify:track:0w9RPfX25azFl1RWEnIZ3W,https://api.spotify.com/v1/tracks/0w9RPfX25azFl1RWEnIZ3W,https://api.spotify.com/v1/audio-analysis/0w9RPfX25azFl1RWEnIZ3W,225437,4
Leavv,Candle,0.637,0.0437,10,-14.972,0,0.146,0.929,0.847,0.109,0.18,83.041,audio_features,5LM5UCsc4lrtcsGHS8NulX,spotify:track:5LM5UCsc4lrtcsGHS8NulX,https://api.spotify.com/v1/tracks/5LM5UCsc4lrtcsGHS8NulX,https://api.spotify.com/v1/audio-analysis/5LM5UCsc4lrtcsGHS8NulX,144500,4
Harris Cole,larkspur,0.495,0.102,3,-12.072,1,0.0697,0.766,0.907,0.0723,0.199,141.168,audio_features,6Ft1EN8s8xROpDkT8LXvTC,spotify:track:6Ft1EN8s8xROpDkT8LXvTC,https://api.spotify.com/v1/tracks/6Ft1EN8s8xROpDkT8LXvTC,https://api.spotify.com/v1/audio-analysis/6Ft1EN8s8xROpDkT8LXvTC,191875,4
invention_,snowluv,0.529,0.22,0,-17.713,1,0.035,0.865,0.609,0.171,0.382,73.072,audio_features,5H2UrIYb1iYY5zzlN2dHXF,spotify:track:5H2UrIYb1iYY5zzlN2dHXF,https://api.spotify.com/v1/tracks/5H2UrIYb1iYY5zzlN2dHXF,https://api.spotify.com/v1/audio-analysis/5H2UrIYb1iYY5zzlN2dHXF,160000,4
mommy,takoyaki promenade,0.747,0.203,0,-15.52,1,0.29,0.496,0.91,0.116,0.486,77.37,audio_features,2dYgq9aSeTlMnonee6SxEP,spotify:track:2dYgq9aSeTlMnonee6SxEP,https://api.spotify.com/v1/tracks/2dYgq9aSeTlMnonee6SxEP,https://api.spotify.com/v1/audio-analysis/2dYgq9aSeTlMnonee6SxEP,96000,4
A L E X,I need to paint my walls,0.779,0.288,0,-11.875,1,0.0551,0.816,0.903,0.108,0.164,134.992,audio_features,7EnhGSOY5RbeIkFaoxiHZ2,spotify:track:7EnhGSOY5RbeIkFaoxiHZ2,https://api.spotify.com/v1/tracks/7EnhGSOY5RbeIkFaoxiHZ2,https://api.spotify.com/v1/audio-analysis/7EnhGSOY5RbeIkFaoxiHZ2,163500,4
Aso,Rainy Days,0.629,0.0584,6,-13.417,1,0.0457,0.835,0.925,0.0431,0.381,114.229,audio_features,4UgG8eP1CUYvp4vxoThlF0,spotify:track:4UgG8eP1CUYvp4vxoThlF0,https://api.spotify.com/v1/tracks/4UgG8eP1CUYvp4vxoThlF0,https://api.spotify.com/v1/audio-analysis/4UgG8eP1CUYvp4vxoThlF0,199000,3
Robot Orchestra,GoldenBrown,0.52,0.654,5,-10.238,0,0.0376,0.151,0.869,0.252,0.219,83.041,audio_features,2QlHUMQ0SONcZsCf2Zg3rJ,spotify:track:2QlHUMQ0SONcZsCf2Zg3rJ,https://api.spotify.com/v1/tracks/2QlHUMQ0SONcZsCf2Zg3rJ,https://api.spotify.com/v1/audio-analysis/2QlHUMQ0SONcZsCf2Zg3rJ,166210,4
Stan Forebee,Our Dream,0.631,0.542,2,-8.989,1,0.049,0.268,0.946,0.384,0.0915,82.029,audio_features,5ReDeiX4reiIuFZnukka2k,spotify:track:5ReDeiX4reiIuFZnukka2k,https://api.spotify.com/v1/tracks/5ReDeiX4reiIuFZnukka2k,https://api.spotify.com/v1/audio-analysis/5ReDeiX4reiIuFZnukka2k,236013,4
fantompower,in a new space,0.567,0.0963,9,-14.412,1,0.0403,0.904,0.928,0.127,0.216,86.925,audio_features,4TNiUCVUjU4EHcoOssMK6S,spotify:track:4TNiUCVUjU4EHcoOssMK6S,https://api.spotify.com/v1/tracks/4TNiUCVUjU4EHcoOssMK6S,https://api.spotify.com/v1/audio-analysis/4TNiUCVUjU4EHcoOssMK6S,150489,4
mommy,soupeddd!,0.54,0.268,5,-13.594,1,0.124,0.707,0.856,0.1,0.538,74.959,audio_features,62xQco2cuJXsqeercpl6jx,spotify:track:62xQco2cuJXsqeercpl6jx,https://api.spotify.com/v1/tracks/62xQco2cuJXsqeercpl6jx,https://api.spotify.com/v1/audio-analysis/62xQco2cuJXsqeercpl6jx,189000,4
BluntOne,TheWhut,0.851,0.515,2,-9.793,0,0.0532,0.314,0.886,0.102,0.684,86.997,audio_features,6unSmjlwPbPwFSsRDLTelq,spotify:track:6unSmjlwPbPwFSsRDLTelq,https://api.spotify.com/v1/tracks/6unSmjlwPbPwFSsRDLTelq,https://api.spotify.com/v1/audio-analysis/6unSmjlwPbPwFSsRDLTelq,138000,4
mommy,walnut,0.796,0.0658,6,-12.499,1,0.615,0.804,0.951,0.105,0.96,79.935,audio_features,14sxK5FO24K6vgVsKyCKL3,spotify:track:14sxK5FO24K6vgVsKyCKL3,https://api.spotify.com/v1/tracks/14sxK5FO24K6vgVsKyCKL3,https://api.spotify.com/v1/audio-analysis/14sxK5FO24K6vgVsKyCKL3,80000,4
chief.,Yesterday,0.633,0.185,0,-14.68,1,0.0626,0.945,0.868,0.127,0.155,77.223,audio_features,3JdcRs53aBDG20OiPBJO9g,spotify:track:3JdcRs53aBDG20OiPBJO9g,https://api.spotify.com/v1/tracks/3JdcRs53aBDG20OiPBJO9g,https://api.spotify.com/v1/audio-analysis/3JdcRs53aBDG20OiPBJO9g,154125,4
invention_,T00.Mch_t00.Lttl,0.475,0.738,6,-7.181,0,0.0656,0.663,0.557,0.592,0.255,110.791,audio_features,6XgDYN2CwkMPWttf8qgvk5,spotify:track:6XgDYN2CwkMPWttf8qgvk5,https://api.spotify.com/v1/tracks/6XgDYN2CwkMPWttf8qgvk5,https://api.spotify.com/v1/audio-analysis/6XgDYN2CwkMPWttf8qgvk5,102857,3
mommy,light strands,0.837,0.0798,0,-13.512,1,0.106,0.908,0.909,0.085,0.608,81.985,audio_features,4eO45qgSrPSozyPfwdLXpT,spotify:track:4eO45qgSrPSozyPfwdLXpT,https://api.spotify.com/v1/tracks/4eO45qgSrPSozyPfwdLXpT,https://api.spotify.com/v1/audio-analysis/4eO45qgSrPSozyPfwdLXpT,106000,4
